,,Duplicate,Permno,Permco,,
TJX,0,,,,,
TXI,0,,,,,
CMI,0,,,,,
HE,0,,,,,
AMOT,0,,,,,
HWKN,0,,,,,
HCSG,0,,,,,
PH,0,,,,,
HELE,0,,,,,
CNW,0,,,,,
OMX,0,,,,,
FRM,0,,,,,
PKI,0,,,,,
WWW,0,,,,,
HNI,0,,,,,
NEU,0,,,,,
SJM,0,,,,,
MDP,0,,,,,
JBHT,0,,,,,
HBAN,0,,,,,
ATI,0,,,,,
SYNL,0,,,,,
SWK,0,,,,,
MCD,0,,,,,
SXI,0,,,,,
VFC,0,,,,,
IG,0,,,,,
TLGT,0,,,,,
IMMU,0,,,,,
BMS,0,,,,,
KMT,0,,,,,
NU,0,,,,,
AEGN,0,,,,,
TFX,0,,,,,
IDTI,0,,,,,
PULS,0,,,,,
AVY,0,,,,,
ADP,0,,,,,
IFSIA,0,,,,,
TILE,0,,,,,
DIOD,0,,,,,
SVU,0,,,,,
VHI,0,,,,,
FRX,1,1,,,,
IDCC,0,,,,,
TYC,0,,,,,
RDC,0,,,,,
CDI,0,,,,,
IVC,0,,,,,
MMC,0,,,,,
SWKS,0,,,,,
AXE,0,,,,,
EPHC,0,,,,,
SFE,0,,,,,
ITG,0,,,,,
GFF,0,,,,,
CLX,0,,,,,
GPC,0,,,,,
CBT,0,,,,,
HST,1,1,,,,
BCR,1,1,,,,
KLAC,0,,,,,
RAD,0,,,,,
KAMN,0,,,,,
KDN,0,,,,,
KELYA,0,,,,,
DFZ,0,,,,,
NYT,0,,,,,
EBF,1,1,,,,
KTCC,0,,,,,
CNA,1,1,,,,
CBB,0,,,,,
FSS,0,,,,,
KBALB,0,,,,,
KBAL,0,,,,,
HNRG,0,,,,,
ABM,0,,,,,
SGC,0,,,,,
JPM,0,,,,,
TGNA,0,,,,,
KLIC,0,,,,,
LTXC,0,,,,,
XCRA,0,,,,,
LZB,0,,,,,
UNS,0,,,,,
LRCX,0,,,,,
MCO,0,,,,,
LANC,1,1,,,,
LNCE,0,,,,,
HUM,0,,,,,
UNP,0,,,,,
LNC,0,,,,,
TGT,0,,,,,
HRB,0,,,,,
DDS,0,,,,,
LXU,0,,,,,
BK,0,,,,,
DHR,0,,,,,
PCH,0,,,,,
FNP,0,,,,,
KATE,0,,,,,
PNY,0,,,,,
RRC,0,,,,,
URS,1,1,,,,
LEE,0,,,,,
TPC,0,,,,,
TDW,1,1,,,,
FUR,0,,,,,
MTSC,0,,,,,
PEI,0,,,,,
ESL,0,,,,,
MGEE,0,,,,,
LLY,0,,,,,
SMTC,0,,,,,
MEG,1,1,,,,
WGO,0,,,,,
SNE,0,,,,,
MTW,0,,,,,
TER,0,,,,,
MCS,0,,,,,
SCI,0,,,,,
VVC,0,,,,,
PIR,0,,,,,
CCUR,0,,,,,
MXWL,0,,,,,
SYY,0,,,,,
RHI,0,,,,,
JEC,0,,,,,
THC,0,,,,,
SUP,0,,,,,
WRE,0,,,,,
EFX,0,,,,,
GWW,0,,,,,
HRC,0,,,,,
MENT,0,,,,,
WTR,0,,,,,
MCY,0,,,,,
HAS,0,,,,,
IPG,0,,,,,
BMI,0,,,,,
MEI,0,,,,,
MCRS,0,,,,,
ATX,0,,,,,
GRC,0,,,,,
MU,0,,,,,
MSCC,0,,,,,
UIL,1,1,,,,
PC,0,,,,,
MSEX,0,,,,,
FDO,1,1,,,,
MLHR,0,,,,,
PHM,0,,,,,
SJW,0,,,,,
MSA,0,,,,,
AIR,0,,,,,
MOD,0,,,,,
HTSI,0,,,,,
MOLX,0,,,,,
TRN,0,,,,,
MNR,0,,,,,
SPW,0,,,,,
SPXC,0,,,,,
RT,0,,,,,
PNM,0,,,,,
MTRN,0,,,,,
WMT,0,,,,,
NSSC,0,,,,,
NAFC,0,,,,,
LPX,0,,,,,
CAG,0,,,,,
ITW,0,,,,,
NPBC,1,1,,,,
NATR,1,1,,,,
TRC,0,,,,,
GLT,0,,,,,
NEWP,0,,,,,
BLL,0,,,,,
NKE,0,,,,,
VSH,0,,,,,
NDSN,0,,,,,
JWN,0,,,,,
AFL,0,,,,,
BOTA,0,,,,,
AVIR,0,,,,,
NTRS,0,,,,,
TEX,0,,,,,
NWN,0,,,,,
FRT,0,,,,,
GPX,0,,,,,
ASEI,0,,,,,
PKD,0,,,,,
LUV,0,,,,,
RBC,0,,,,,
LNT,0,,,,,
NEWT,0,,,,,
OII,0,,,,,
GPS,0,,,,,
KEX,0,,,,,
BRS,0,,,,,
AXP,0,,,,,
CRWS,1,1,,,,
UDR,0,,,,,
INTC,0,,,,,
KUB,0,,,,,
ORI,0,,,,,
BAC,0,,,,,
TRV,0,,,,,
WLB,0,,,,,
YRCW,0,,,,,
BTI,0,,,,,
HMC,0,,,,,
TWIN,0,,,,,
SXT,0,,,,,
OLP,0,,,,,
LDL,0,,,,,
MDT,0,,,,,
OTTR,0,,,,,
OMI,0,,,,,
SNA,0,,,,,
PNC,0,,,,,
GHM,0,,,,,
PCAR,0,,,,,
TTC,0,,,,,
CTL,0,,,,,
FDX,0,,,,,
AFG,0,,,,,
ADI,0,,,,,
LEG,0,,,,,
NWL,0,,,,,
SWX,0,,,,,
AMD,0,,,,,
PKOH,0,,,,,
DCI,0,,,,,
LOW,0,,,,,
PATK,0,,,,,
HXL,0,,,,,
PAYX,0,,,,,
AON,0,,,,,
DLX,0,,,,,
PMFG,1,1,,,,
NBL,0,,,,,
BRE,1,1,,,,
BKH,0,,,,,
PVA,0,,,,,
RAVN,0,,,,,
TMO,0,,,,,
CSX,0,,,,,
CT,0,,,,,
BXMT,0,,,,,
TMK,0,,,,,
PDCE,0,,,,,
PBT,0,,,,,
GTY,1,1,,,,
RYL,0,,,,,
SJT,0,,,,,
WST,0,,,,,
KEG,0,,,,,
AGYS,0,,,,,
DCO,0,,,,,
STS,1,1,,,,
NVO,0,,,,,
PES,0,,,,,
BRO,0,,,,,
NRT,0,,,,,
OCR,0,,,,,
POWL,0,,,,,
SWN,0,,,,,
TDS,0,,,,,
UNT,0,,,,,
PCP,0,,,,,
LUB,0,,,,,
CI,0,,,,,
CHE,0,,,,,
LTD,0,,,,,
LB,1,1,,,,
NSC,0,,,,,
PGR,1,1,,,,
NJR,0,,,,,
PL,0,,,,,
CNL,0,,,,,
MDR,0,,,,,
PSA,0,,,,,
PCYO,0,,,,,
AGX,0,,,,,
KWR,0,,,,,
D,0,,,,,
QSII,0,,,,,
KEY,0,,,,,
ASYS,0,,,,,
BLT,0,,,,,
RCMT,0,,,,,
HOV,0,,,,,
RLI,1,1,,,,
UNF,0,,,,,
RPM,0,,,,,
LM,0,,,,,
MYE,0,,,,,
AOS,0,,,,,
BLC,0,,,,,
COO,0,,,,,
TISI,0,,,,,
VZ,0,,,,,
HCN,0,,,,,
T,0,,,,,
USB,0,,,,,
HD,0,,,,,
MDC,0,,,,,
SLM,0,,,,,
WDC,0,,,,,
REXI,0,,,,,
RES,1,1,,,,
SFY,0,,,,,
AIG,0,,,,,
RELL,0,,,,,
MASC,0,,,,,
ITI,0,,,,,
RBN,0,,,,,
UTL,0,,,,,
BIG,0,,,,,
HCP,0,,,,,
TRP,0,,,,,
RGLD,0,,,,,
CMO,0,,,,,
STI,0,,,,,
NEON,0,,,,,
WRI,0,,,,,
SEIC,0,,,,,
SIGI,0,,,,,
STJ,1,1,,,,
CVC,0,,,,,
SSL,0,,,,,
MS,0,,,,,
SHLM,0,,,,,
VGZ,0,,,,,
MYL,0,,,,,
SBCF,0,,,,,
RJF,0,,,,,
BCS,0,,,,,
GG,0,,,,,
HOG,0,,,,,
KBH,0,,,,,
BDN,0,,,,,
TOL,0,,,,,
ARG,0,,,,,
APC,0,,,,,
BPL,0,,,,,
C,0,,,,,
SIAL,0,,,,,
ECL,0,,,,,
SYMM,0,,,,,
EQC,0,,,,,
MUX,0,,,,,
SFD,0,,,,,
UNM,0,,,,,
SON,0,,,,,
VSR,0,,,,,
Y,0,,,,,
ABX,0,,,,,
AWR,0,,,,,
BBT,0,,,,,
TINY,0,,,,,
TURN,0,,,,,
SPAR,0,,,,,
SEH,1,1,,,,
STAA,0,,,,,
NHC,0,,,,,
SPF,0,,,,,
CAA,0,,,,,
STT,0,,,,,
UHT,0,,,,,
STC,0,,,,,
SF,0,,,,,
SYK,0,,,,,
RGR,0,,,,,
SUPX,0,,,,,
SUSQ,1,1,,,,
TRR,0,,,,,
TECU,0,,,,,
VOXX,0,,,,,
BHI,0,,,,,
BHGE,0,,,,,
BHP,0,,,,,
FUN,0,,,,,
TEF,0,,,,,
GSK,1,1,,,,
INT,0,,,,,
TIF,0,,,,,
ABMD,0,,,,,
IEP,0,,,,,
SAN,0,,,,,
CCL,0,,,,,
MBI,0,,,,,
PII,0,,,,,
SCHW,0,,,,,
CSH,0,,,,,
GGC,0,,,,,
AXLL,0,,,,,
HAR,0,,,,,
VGR,1,1,,,,
PXD,0,,,,,
TLAB,0,,,,,
MNI,0,,,,,
DX,0,,,,,
AB,0,,,,,
MAN,0,,,,,
BID,0,,,,,
USM,0,,,,,
ACI,0,,,,,
DRE,0,,,,,
MTH,0,,,,,
BBVA,0,,,,,
RPT,0,,,,,
VOD,1,1,,,,
CEC,0,,,,,
EXM,0,,,,,
TNC,0,,,,,
MIDD,0,,,,,
SPLS,0,,,,,
SUBK,0,,,,,
SCNB,0,,,,,
ADBE,0,,,,,
MRTN,0,,,,,
AFAM,0,,,,,
ZQK,0,,,,,
ODP,0,,,,,
MERC,0,,,,,
IEX,0,,,,,
PCL,0,,,,,
CRUS,0,,,,,
FRME,0,,,,,
SYMC,0,,,,,
BPT,0,,,,,
TG,0,,,,,
CRH,0,,,,,
TEVA,0,,,,,
CGNX,0,,,,,
URRE,0,,,,,
TECH,0,,,,,
HNR,0,,,,,
MTU,0,,,,,
VTR,0,,,,,
EOG,0,,,,,
EA,0,,,,,
DGII,0,,,,,
POT,0,,,,,
SFI,0,,,,,
STAR,0,,,,,
ZIXI,0,,,,,
LSCC,0,,,,,
IMGN,0,,,,,
GIII,0,,,,,
GSBC,0,,,,,
PMTC,0,,,,,
PTC,0,,,,,
LUX,1,1,,,,
AWC,0,,,,,
NEOG,0,,,,,
HALL,0,,,,,
SURG,1,1,,,,
CSCO,0,,,,,
THO,0,,,,,
COG,0,,,,,
HOLX,0,,,,,
THOR,0,,,,,
JOE,0,,,,,
TTI,0,,,,,
VICR,0,,,,,
GVA,0,,,,,
KMPR,0,,,,,
BEAV,1,1,,,,
ORB,0,,,,,
RTI,0,,,,,
SWY,1,1,,,,
TYL,0,,,,,
KSWS,0,,,,,
XLNX,0,,,,,
ACAT,0,,,,,
ICON,0,,,,,
WTSLA,0,,,,,
WTSL,0,,,,,
RIO,0,,,,,
BHE,0,,,,,
TRMB,0,,,,,
MOLXA,0,,,,,
EXPO,0,,,,,
PRK,0,,,,,
MTRX,0,,,,,
AN,0,,,,,
WCBO,1,1,,,,
GTIM,0,,,,,
AVNR,0,,,,,
MMSI,0,,,,,
FHCO,0,,,,,
VERU,0,,,,,
ATK,0,,,,,
OA,0,,,,,
ESE,0,,,,,
LUFK,0,,,,,
CATY,0,,,,,
CVA,0,,,,,
ZAZA,0,,,,,
HMA,1,1,,,,
SONC,0,,,,,
MLI,0,,,,,
DORM,0,,,,,
ATML,1,1,,,,
PICO,0,,,,,
QDEL,0,,,,,
DEO,0,,,,,
PSB,1,1,,,,
AZO,0,,,,,
IO,0,,,,,
REGN,0,,,,,
CVH,1,1,,,,
PMCS,1,1,,,,
JNY,0,,,,,
TSS,0,,,,,
X,0,,,,,
TM,0,,,,,
ISIS,0,,,,,
IONS,0,,,,,
ANN,1,1,,,,
RDNT,0,,,,,
HBHC,0,,,,,
LCUT,0,,,,,
PNRA,0,,,,,
HNT,1,1,,,,
DV,0,,,,,
ATGE,0,,,,,
IDXX,0,,,,,
RGS,0,,,,,
AES,0,,,,,
CRVL,0,,,,,
STFC,0,,,,,
DIN,0,,,,,
ALKS,0,,,,,
VRTX,0,,,,,
MNRO,0,,,,,
PRGS,0,,,,,
HWAY,0,,,,,
TVTY,0,,,,,
ZBRA,0,,,,,
EZPW,0,,,,,
MTG,0,,,,,
HAE,0,,,,,
PRA,1,1,,,,
FIZZ,0,,,,,
BIIB,0,,,,,
BONT,0,,,,,
FCFS,0,,,,,
AAON,0,,,,,
AXAS,0,,,,,
BOKF,0,,,,,
TRXC,0,,,,,
STRL,0,,,,,
ENB,0,,,,,
ISIG,0,,,,,
MGIC,0,,,,,
VPCO,0,,,,,
NTE,0,,,,,
NTP,0,,,,,
RTK,0,,,,,
ROCM,0,,,,,
VVTV,0,,,,,
EVLV,0,,,,,
ZOOM,0,,,,,
ODFL,0,,,,,
SWS,1,1,,,,
STEI,0,,,,,
NHI,0,,,,,
TOT,0,,,,,
ATNI,0,,,,,
WRLD,0,,,,,
WNC,0,,,,,
HMN,0,,,,,
KIM,0,,,,,
OI,0,,,,,
JBSS,1,1,,,,
VTSS,0,,,,,
AMSC,0,,,,,
QCOM,0,,,,,
PRGO,0,,,,,
TTEK,0,,,,,
ONTY,0,,,,,
WETF,1,1,,,,
PHX,0,,,,,
OFC,0,,,,,
MSFG,0,,,,,
SPNC,0,,,,,
GILD,0,,,,,
ABAX,0,,,,,
WFM,0,,,,,
PDLI,0,,,,,
SMG,0,,,,,
ACFN,0,,,,,
ROP,0,,,,,
POWR,0,,,,,
SCHL,0,,,,,
SNPS,0,,,,,
ELY,0,,,,,
THFF,0,,,,,
BTX,0,,,,,
SCLN,0,,,,,
NBTB,0,,,,,
TWX,0,,,,,
FRED,0,,,,,
ICUI,0,,,,,
JACK,0,,,,,
VCI,0,,,,,
M,0,,,,,
CBK,0,,,,,
UQM,0,,,,,
MHK,0,,,,,
NCS,0,,,,,
ASUR,0,,,,,
KOPN,0,,,,,
MW,0,,,,,
TLRD,0,,,,,
TRST,0,,,,,
AGCO,0,,,,,
RNST,0,,,,,
STBA,0,,,,,
SMRT,0,,,,,
ICA,0,,,,,
TGB,0,,,,,
BKE,1,1,,,,
ABFS,0,,,,,
ARCB,0,,,,,
ALU,0,,,,,
BSX,0,,,,,
KSS,0,,,,,
OLED,0,,,,,
USPH,0,,,,,
DWCH,0,,,,,
FC,0,,,,,
FCF,0,,,,,
STE,0,,,,,
BBBY,0,,,,,
CACC,0,,,,,
DHI,0,,,,,
ESRX,0,,,,,
FINL,0,,,,,
COLB,1,1,,,,
FCEL,0,,,,,
SBUX,0,,,,,
TECUA,0,,,,,
TGA,0,,,,,
TSN,0,,,,,
LMLP,0,,,,,
MEOH,0,,,,,
SPN,0,,,,,
PX,0,,,,,
CENT,0,,,,,
WIRE,0,,,,,
KMP,1,1,,,,
HITK,0,,,,,
FBN,0,,,,,
OHI,0,,,,,
LAYN,0,,,,,
PRCP,0,,,,,
LTC,0,,,,,
ISLE,1,1,,,,
CVU,0,,,,,
CAKE,0,,,,,
ASGN,0,,,,,
LFUS,0,,,,,
BLX,0,,,,,
EFII,0,,,,,
KEM,0,,,,,
TRIB,0,,,,,
VTNR,0,,,,,
MTX,0,,,,,
CPSS,0,,,,,
PDCO,0,,,,,
RDN,0,,,,,
UFI,0,,,,,
MGA,0,,,,,
QCOR,1,1,,,,
RIMG,0,,,,,
QUMU,0,,,,,
ZOLT,0,,,,,
NAVB,0,,,,,
BIOL,0,,,,,
KAI,0,,,,,
LGND,0,,,,,
TCO,1,1,,,,
GURE,0,,,,,
CKH,0,,,,,
CPWR,0,,,,,
MNTG,1,1,,,,
HMSY,0,,,,,
EZCH,0,,,,,
SM,0,,,,,
BBOX,0,,,,,
PQ,0,,,,,
PESI,0,,,,,
PMTI,1,1,,,,
SHFL,0,,,,,
ATTU,0,,,,,
UVE,1,1,,,,
ULBI,0,,,,,
AEM,0,,,,,
APAGF,0,,,,,
RCI,0,,,,,
STKL,0,,,,,
TARO,0,,,,,
OPY,0,,,,,
ORBK,0,,,,,
RADA,0,,,,,
DDD,0,,,,,
QLTI,0,,,,,
NVLN,0,,,,,
UFCS,0,,,,,
HWD,0,,,,,
DDC,0,,,,,
OFIX,0,,,,,
SPNS,0,,,,,
COT,0,,,,,
UMBF,0,,,,,
IACI,0,,,,,
IAC,0,,,,,
EGY,0,,,,,
CREE,0,,,,,
CRY,0,,,,,
CHK,0,,,,,
CYBX,0,,,,,
PEBO,0,,,,,
UEIC,0,,,,,
WPI,0,,,,,
DDR,0,,,,,
ELS,0,,,,,
ALG,0,,,,,
AVID,0,,,,,
UAMY,0,,,,,
CHS,0,,,,,
GILT,0,,,,,
INTU,0,,,,,
JAH,1,1,,,,
LSTR,0,,,,,
MAGS,0,,,,,
MCHP,0,,,,,
DEST,0,,,,,
PSUN,0,,,,,
SCON,0,,,,,
SCVL,0,,,,,
SYBT,0,,,,,
VICL,0,,,,,
RPRX,0,,,,,
CHDN,0,,,,,
ETH,0,,,,,
USEG,0,,,,,
ACE,0,,,,,
FOSL,0,,,,,
JBL,0,,,,,
ORLY,0,,,,,
SANM,0,,,,,
TCBK,0,,,,,
AMRN,0,,,,,
GGP,0,,,,,
ATR,0,,,,,
RCL,0,,,,,
ANIK,0,,,,,
GABC,0,,,,,
PERY,0,,,,,
TWI,0,,,,,
RGA,0,,,,,
HR,0,,,,,
AKR,0,,,,,
RIG,0,,,,,
SKT,0,,,,,
USG,0,,,,,
THRM,0,,,,,
BBSI,0,,,,,
FLIR,0,,,,,
CXPO,0,,,,,
PZZA,0,,,,,
USTR,0,,,,,
ESND,0,,,,,
SHLO,0,,,,,
CHKE,0,,,,,
ALL,0,,,,,
LBY,0,,,,,
SGMS,0,,,,,
YPF,0,,,,,
AZN,0,,,,,
FDEF,0,,,,,
PETM,0,,,,,
SIM,0,,,,,
SGY,0,,,,,
PPS,0,,,,,
CPT,0,,,,,
SHI,0,,,,,
INOD,0,,,,,
MCRI,0,,,,,
OXGN,0,,,,,
MATN,0,,,,,
BWA,0,,,,,
EQR,1,1,,,,
ARRS,0,,,,,
FTEK,0,,,,,
GMCR,0,,,,,
MOV,0,,,,,
RAVE,0,,,,,
UTEK,1,1,,,,
GSS,0,,,,,
UHS,0,,,,,
KOF,0,,,,,
CLP,0,,,,,
OKS,0,,,,,
SQM,1,1,,,,
BKS,0,,,,,
BDC,0,,,,,
ZLC,0,,,,,
ATVI,0,,,,,
DECK,0,,,,,
IT,0,,,,,
OMG,0,,,,,
PRE,0,,,,,
QCRH,0,,,,,
RVSB,0,,,,,
UBSH,0,,,,,
BYD,0,,,,,
ENI,0,,,,,
ENIA,0,,,,,
LXP,0,,,,,
CBL,0,,,,,
REG,0,,,,,
NYNY,0,,,,,
CNTY,0,,,,,
ASCA,0,,,,,
AF,0,,,,,
ATMI,0,,,,,
FFIN,0,,,,,
ITRI,0,,,,,
FWRD,0,,,,,
OSBC,0,,,,,
PAL,0,,,,,
PTEN,0,,,,,
NYCB,0,,,,,
ROCK,0,,,,,
SCHN,0,,,,,
UFPI,0,,,,,
JDSU,0,,,,,
VIAV,0,,,,,
URBN,0,,,,,
WMAR,0,,,,,
AEC,0,,,,,
BFR,0,,,,,
HHS,0,,,,,
INCY,0,,,,,
MHO,0,,,,,
NFX,0,,,,,
OKSB,1,1,,,,
PLNR,0,,,,,
PRKR,0,,,,,
SHAW,1,1,,,,
SHOO,0,,,,,
TQNT,0,,,,,
MED,0,,,,,
ARWR,0,,,,,
SU,0,,,,,
VLY,0,,,,,
CYT,0,,,,,
EMN,0,,,,,
TV,0,,,,,
SPG,0,,,,,
SUI,0,,,,,
CACB,1,1,,,,
CGI,0,,,,,
MLNK,0,,,,,
VMI,0,,,,,
HAIN,0,,,,,
GRT,1,1,,,,
MAA,0,,,,,
PLT,0,,,,,
ALB,0,,,,,
BZH,0,,,,,
IFN,1,1,,,,
MLM,0,,,,,
RYN,0,,,,,
BPFH,0,,,,,
DAKT,1,1,,,,
DSPG,0,,,,,
ARTX,0,,,,,
MINI,0,,,,,
QLGC,1,1,,,,
SILC,0,,,,,
TSCO,0,,,,,
EMMS,0,,,,,
AKS,0,,,,,
BCRX,0,,,,,
VRX,0,,,,,
CBR,0,,,,,
CPRT,0,,,,,
FLEX,0,,,,,
MPAA,0,,,,,
NNBR,0,,,,,
RKT,1,1,,,,
SCSC,0,,,,,
RVLT,0,,,,,
ZEUS,0,,,,,
AVB,0,,,,,
MAC,1,1,,,,
EXP,0,,,,,
AEO,0,,,,,
DARA,1,1,,,,
VVUS,0,,,,,
ABCB,0,,,,,
DSCI,0,,,,,
SYPR,0,,,,,
NKTR,0,,,,,
JOSB,0,,,,,
MMR,1,1,,,,
NPSP,0,,,,,
PENN,0,,,,,
PSSI,0,,,,,
PULB,0,,,,,
SSD,0,,,,,
BTH,0,,,,,
CGX,1,1,,,,
COB,1,1,,,,
IMAX,0,,,,,
MBND,0,,,,,
LJPC,0,,,,,
DOM,0,,,,,
ESS,0,,,,,
FGP,0,,,,,
FR,0,,,,,
HIW,0,,,,,
LRY,0,,,,,
LPT,0,,,,,
AIV,0,,,,,
EOC,0,,,,,
EOCC,0,,,,,
GBX,0,,,,,
HME,0,,,,,
FCH,0,,,,,
MATW,0,,,,,
GEO,0,,,,,
CLI,0,,,,,
ADTN,0,,,,,
AMED,0,,,,,
CHDX,0,,,,,
EFOI,0,,,,,
MLR,0,,,,,
WAVX,0,,,,,
NTT,0,,,,,
RS,0,,,,,
TGE,0,,,,,
ARIA,0,,,,,
SIRI,0,,,,,
CPE,0,,,,,
DAR,0,,,,,
MTSN,0,,,,,
AZPN,0,,,,,
CETV,0,,,,,
CVTI,0,,,,,
LION,1,1,,,,
SSYS,0,,,,,
TSEM,0,,,,,
HNP,0,,,,,
KEP,0,,,,,
PKX,0,,,,,
O,0,,,,,
COF,0,,,,,
MCK,0,,,,,
TGS,0,,,,,
UHAL,0,,,,,
HDSN,0,,,,,
NWBI,1,1,,,,
ROYL,0,,,,,
VECO,0,,,,,
IRS,0,,,,,
ESI,0,,,,,
STM,0,,,,,
TEO,0,,,,,
CYD,1,1,,,,
APOL,0,,,,,
MCRL,0,,,,,
MIND,0,,,,,
SWC,0,,,,,
VISI,0,,,,,
NSIT,0,,,,,
RCII,0,,,,,
BRKS,0,,,,,
INTL,0,,,,,
ISSI,0,,,,,
ACIW,0,,,,,
BMO,0,,,,,
TRK,0,,,,,
WDFC,0,,,,,
ASML,0,,,,,
DLTR,0,,,,,
NATI,0,,,,,
APU,0,,,,,
MDCA,0,,,,,
ANAD,0,,,,,
ABC,0,,,,,
MBFI,0,,,,,
IBKC,0,,,,,
PCMI,0,,,,,
WAFD,1,1,,,,
CBZ,0,,,,,
AGU,0,,,,,
CWCO,0,,,,,
HDNG,0,,,,,
HLIT,0,,,,,
DRI,0,,,,,
MDY,0,,,,,
SYX,0,,,,,
HA,0,,,,,
PT,0,,,,,
SSS,0,,,,,
WAB,0,,,,,
LECO,0,,,,,
DISH,0,,,,,
FEIC,0,,,,,
NHTC,1,1,,,,
PAAS,0,,,,,
RMD,0,,,,,
SBGI,0,,,,,
TXCC,0,,,,,
FCX,1,1,,,,
WFR,0,,,,,
SUNE,0,,,,,
TK,0,,,,,
CAM,1,1,,,,
AVX,0,,,,,
HPT,0,,,,,
GTI,0,,,,,
WABC,0,,,,,
DSCO,0,,,,,
WINT,0,,,,,
ADMP,0,,,,,
BREW,0,,,,,
IART,0,,,,,
DNR,0,,,,,
KFRC,0,,,,,
RWT,0,,,,,
BTN,0,,,,,
GSIG,0,,,,,
NOVT,0,,,,,
CVO,0,,,,,
MD,0,,,,,
ACGL,0,,,,,
SMSI,0,,,,,
CRAY,0,,,,,
THG,0,,,,,
DO,1,1,,,,
RE,0,,,,,
DVA,0,,,,,
BAP,0,,,,,
ERIE,0,,,,,
MYGN,0,,,,,
PCYC,1,1,,,,
POOL,0,,,,,
RICK,0,,,,,
RSYS,0,,,,,
OGXI,0,,,,,
WLT,0,,,,,
NMRX,0,,,,,
ADVS,0,,,,,
AEIS,0,,,,,
ASFI,0,,,,,
BLDP,0,,,,,
OPK,0,,,,,
FFIC,0,,,,,
BANR,1,1,,,,
HSIC,0,,,,,
IVAC,0,,,,,
NTAP,0,,,,,
NWPX,0,,,,,
PRXL,0,,,,,
SNDK,1,1,,,,
SAM,0,,,,,
E,0,,,,,
ESC,0,,,,,
IMH,0,,,,,
EL,0,,,,,
LXK,0,,,,,
MIG,0,,,,,
TLK,1,1,,,,
SWM,0,,,,,
WAT,0,,,,,
RY,0,,,,,
CLB,0,,,,,
ADEP,0,,,,,
TGTX,0,,,,,
CTXS,0,,,,,
EME,0,,,,,
RDEN,0,,,,,
IPXL,0,,,,,
ACCL,0,,,,,
SGU,0,,,,,
ASTC,0,,,,,
NUAN,0,,,,,
WSTL,0,,,,,
HIG,0,,,,,
MSM,1,1,,,,
NVAX,0,,,,,
SCCO,0,,,,,
IDRA,0,,,,,
LCAV,0,,,,,
NICE,0,,,,,
INSY,0,,,,,
OTEX,0,,,,,
TTNP,0,,,,,
EE,0,,,,,
REV,0,,,,,
SPH,0,,,,,
WSM,0,,,,,
ALXN,0,,,,,
ANDE,0,,,,,
ARTC,0,,,,,
CMCO,0,,,,,
CPTS,0,,,,,
CSGS,0,,,,,
DGIT,1,1,,,,
IRM,0,,,,,
LNDC,0,,,,,
BAGL,0,,,,,
DST,0,,,,,
CCJ,0,,,,,
EWA,0,,,,,
EWK,0,,,,,
EWC,0,,,,,
EWQ,0,,,,,
EWG,0,,,,,
EWH,0,,,,,
EWI,0,,,,,
EWL,0,,,,,
EWD,0,,,,,
EWP,0,,,,,
EWS,0,,,,,
EWN,0,,,,,
EWW,0,,,,,
EWM,1,1,,,,
EWJ,0,,,,,
CENX,0,,,,,
CIMT,0,,,,,
HUBG,0,,,,,
ELNK,1,1,,,,
PRGX,0,,,,,
PGI,0,,,,,
ASTX,0,,,,,
CRR,0,,,,,
TCX,0,,,,,
KVHI,0,,,,,
STRM,0,,,,,
PLCM,0,,,,,
EPM,0,,,,,
SAPE,0,,,,,
SASR,0,,,,,
DF,1,1,,,,
