,,Duplicate,Permno,Permco,,
SYKE,0,,,,,
YHOO,0,,,,,
BVN,0,,,,,
GSH,0,,,,,
TUP,0,,,,,
ARTNA,0,,,,,
EXAC,0,,,,,
BSF,0,,,,,
FCN,0,,,,,
JAKK,0,,,,,
MGAM,0,,,,,
NBIX,0,,,,,
ONXX,0,,,,,
SRZ,1,1,,,,
TAXI,0,,,,,
MFIN,0,,,,,
FDS,0,,,,,
WOR,0,,,,,
IMN,0,,,,,
SKM,0,,,,,
AFFX,0,,,,,
ANSS,0,,,,,
ELGX,0,,,,,
CHKP,0,,,,,
FLML,0,,,,,
AVDL,0,,,,,
FXEN,0,,,,,
GWR,0,,,,,
TBI,0,,,,,
QGEN,1,1,,,,
TIE,0,,,,,
FFG,1,1,,,,
RNR,0,,,,,
CASS,1,1,,,,
GERN,0,,,,,
OCFC,0,,,,,
PEGA,0,,,,,
STRA,0,,,,,
DCOM,0,,,,,
GES,0,,,,,
LVB,0,,,,,
WG,0,,,,,
TD,0,,,,,
AWRE,0,,,,,
CSV,0,,,,,
ETFC,0,,,,,
LAMR,0,,,,,
BIOS,0,,,,,
MVIS,0,,,,,
SNBC,0,,,,,
SRCL,0,,,,,
SSRI,0,,,,,
SSRM,0,,,,,
TACT,0,,,,,
TTEC,0,,,,,
CYMI,1,1,,,,
HOTT,0,,,,,
SPPI,0,,,,,
RSTI,0,,,,,
ANF,0,,,,,
FMS,0,,,,,
IRE,0,,,,,
OCN,0,,,,,
USNA,0,,,,,
NOV,0,,,,,
TGI,0,,,,,
PAG,0,,,,,
ARQL,0,,,,,
CBST,0,,,,,
BJRI,0,,,,,
DRD,0,,,,,
HMY,0,,,,,
HIBB,0,,,,,
NCI,0,,,,,
ZION,0,,,,,
GEL,0,,,,,
IM,0,,,,,
NUS,0,,,,,
SSP,0,,,,,
CNH,0,,,,,
CNI,0,,,,,
AXDX,0,,,,,
DAVE,0,,,,,
FORR,0,,,,,
ISCA,0,,,,,
SEAC,0,,,,,
STLD,0,,,,,
STNR,0,,,,,
UNFI,0,,,,,
VPHM,0,,,,,
LAD,0,,,,,
IGTE,0,,,,,
SNAK,0,,,,,
PWAV,0,,,,,
TESO,0,,,,,
MWW,0,,,,,
VSAT,0,,,,,
CVD,1,1,,,,
DEL,0,,,,,
NCR,0,,,,,
DGX,0,,,,,
TEN,0,,,,,
ROK,0,,,,,
NSP,1,1,,,,
BSAC,0,,,,,
SCBT,0,,,,,
SSB,0,,,,,
KRC,0,,,,,
SPY,0,,,,,
WWD,0,,,,,
CERS,0,,,,,
CWTR,0,,,,,
SNHY,0,,,,,
ASTM,0,,,,,
VCEL,0,,,,,
CIEN,0,,,,,
EPIQ,0,,,,,
BPZ,0,,,,,
SLGN,1,1,,,,
VLCCF,0,,,,,
GOGL,0,,,,,
PTX,0,,,,,
RAH,0,,,,,
MTN,0,,,,,
AMTD,0,,,,,
CRESY,0,,,,,
CTIC,0,,,,,
EEFT,0,,,,,
EMKR,0,,,,,
LOGI,0,,,,,
ROVI,0,,,,,
WTFC,0,,,,,
RIC,0,,,,,
CBI,0,,,,,
ALV,0,,,,,
LNG,0,,,,,
FBC,0,,,,,
GIFI,0,,,,,
TTWO,0,,,,,
ARE,0,,,,,
APH,0,,,,,
CGV,0,,,,,
CGG,0,,,,,
BGC,0,,,,,
KNL,0,,,,,
AMZN,0,,,,,
MIL,0,,,,,
MFCB,0,,,,,
RMBS,0,,,,,
RYAAY,1,1,,,,
SRPT,0,,,,,
KMG,0,,,,,
PPBI,0,,,,,
RFMD,0,,,,,
QRVO,0,,,,,
SLP,0,,,,,
BXP,1,1,,,,
FIX,0,,,,,
MMS,0,,,,,
RL,0,,,,,
SRT,0,,,,,
REIS,0,,,,,
ING,0,,,,,
EGP,0,,,,,
HLX,0,,,,,
AEG,0,,,,,
OUTR,0,,,,,
DXPE,0,,,,,
EGHT,0,,,,,
OZRK,0,,,,,
SIRO,0,,,,,
SYNM,0,,,,,
CXW,0,,,,,
ZNH,0,,,,,
ELP,1,1,,,,
JLL,0,,,,,
ABV,1,1,,,,
ABEV,1,1,,,,
AME,0,,,,,
BAM,0,,,,,
MT,0,,,,,
SLG,0,,,,,
VLO,0,,,,,
ACAS,1,1,,,,
CRZO,0,,,,,
EDAP,0,,,,,
GCOM,0,,,,,
LKFN,0,,,,,
SYNT,0,,,,,
HMNY,0,,,,,
HILL,0,,,,,
NAT,1,1,,,,
YUM,0,,,,,
MTOR,0,,,,,
FARO,0,,,,,
PLCE,0,,,,,
PSMT,0,,,,,
SIGA,0,,,,,
VCBI,0,,,,,
NLY,0,,,,,
CAC,0,,,,,
CSU,0,,,,,
CHL,1,1,,,,
DRQ,0,,,,,
FTE,0,,,,,
ORAN,0,,,,,
RHP,0,,,,,
GPI,0,,,,,
SRI,0,,,,,
TSM,0,,,,,
IN,0,,,,,
FDP,0,,,,,
CHRW,0,,,,,
CWST,0,,,,,
IRET,1,1,,,,
OSIS,0,,,,,
PSEM,0,,,,,
INVE,0,,,,,
GEVA,1,1,,,,
PWER,0,,,,,
CHH,0,,,,,
AMCC,1,1,,,,
CTHR,0,,,,,
IBCA,0,,,,,
GEOS,0,,,,,
CDZI,0,,,,,
PGNX,0,,,,,
ECTE,0,,,,,
RNWK,0,,,,,
PLD,0,,,,,
AMG,0,,,,,
SID,1,1,,,,
EPR,0,,,,,
LFL,0,,,,,
MTD,0,,,,,
SAH,0,,,,,
ADSK,0,,,,,
TLM,0,,,,,
CM,0,,,,,
INGR,0,,,,,
AI,0,,,,,
URI,0,,,,,
AMSG,0,,,,,
DEPO,0,,,,,
NYMX,0,,,,,
POWI,0,,,,,
CECO,0,,,,,
DENN,0,,,,,
HFWA,1,1,,,,
MRCY,0,,,,,
MRGE,0,,,,,
BBCN,0,,,,,
HOPE,0,,,,,
RMTI,0,,,,,
VRSN,0,,,,,
WPC,1,1,,,,
DIA,0,,,,,
RAS,0,,,,,
BXS,0,,,,,
PWR,0,,,,,
SCS,0,,,,,
JST,0,,,,,
BRKL,0,,,,,
COLM,0,,,,,
IBOC,0,,,,,
PCCC,0,,,,,
CNXN,0,,,,,
SHPG,0,,,,,
SRDX,0,,,,,
ANH,0,,,,,
GRA,0,,,,,
WAC,0,,,,,
MAR,0,,,,,
BBY,1,1,,,,
RBA,0,,,,,
SEE,0,,,,,
WDR,0,,,,,
YZC,0,,,,,
MFA,0,,,,,
RLH,0,,,,,
LHO,0,,,,,
OME,0,,,,,
ARMH,1,1,,,,
BRCM,1,1,,,,
CRAI,0,,,,,
LVLT,1,1,,,,
MANH,0,,,,,
FNFG,1,1,,,,
UMPQ,0,,,,,
EQY,0,,,,,
LLL,0,,,,,
IOSP,0,,,,,
SHS,0,,,,,
HW,0,,,,,
AMKR,0,,,,,
HCKT,0,,,,,
AXTI,0,,,,,
EVOL,0,,,,,
PLX,0,,,,,
SBSI,1,1,,,,
BDE,0,,,,,
CLAR,0,,,,,
FII,1,1,,,,
EEP,0,,,,,
AMT,0,,,,,
CLS,0,,,,,
GIL,0,,,,,
ENG,0,,,,,
BMTC,0,,,,,
HZO,0,,,,,
SRE,0,,,,,
DOX,0,,,,,
BEBE,0,,,,,
CMLS,0,,,,,
COBZ,0,,,,,
CTSH,0,,,,,
PEIX,0,,,,,
LMIA,0,,,,,
MIPS,0,,,,,
SCHS,0,,,,,
ULTI,0,,,,,
MSTR,0,,,,,
SJR,0,,,,,
EPD,0,,,,,
RSG,0,,,,,
USU,0,,,,,
BIRT,0,,,,,
BELFB,0,,,,,
CEDC,0,,,,,
CFNL,0,,,,,
ELON,0,,,,,
RBCAA,0,,,,,
CSGP,0,,,,,
UCFC,0,,,,,
HTBK,0,,,,,
CVG,0,,,,,
UBA,0,,,,,
XL,0,,,,,
DRIV,0,,,,,
CCI,0,,,,,
AU,0,,,,,
EBAY,0,,,,,
IXYS,0,,,,,
GIB,0,,,,,
BUSE,0,,,,,
CCNE,0,,,,,
PB,0,,,,,
FNHC,0,,,,,
WIBC,0,,,,,
INO,0,,,,,
XLB,0,,,,,
XLV,0,,,,,
XLP,0,,,,,
XLY,0,,,,,
XLE,0,,,,,
XLF,0,,,,,
XLI,0,,,,,
XLK,0,,,,,
XLU,0,,,,,
RFIL,0,,,,,
SCSS,0,,,,,
SNBR,0,,,,,
CNQR,0,,,,,
BCOR,0,,,,,
AXL,0,,,,,
ETM,1,1,,,,
HT,0,,,,,
GDEN,0,,,,,
NVDA,0,,,,,
NVGN,0,,,,,
PBNY,0,,,,,
KFY,0,,,,,
CRBC,0,,,,,
AMRI,0,,,,,
COCO,0,,,,,
EPAY,0,,,,,
EWBC,0,,,,,
CEB,1,1,,,,
RIMM,0,,,,,
BBRY,0,,,,,
BB,0,,,,,
QQQ,0,,,,,
KWK,0,,,,,
ABTL,0,,,,,
AUTO,0,,,,,
INFY,0,,,,,
MKSI,0,,,,,
PCLN,0,,,,,
YDKN,0,,,,,
CNX,0,,,,,
HGT,0,,,,,
JEF,0,,,,,
SFG,0,,,,,
TREX,0,,,,,
AMNB,0,,,,,
ATLC,0,,,,,
CFFN,0,,,,,
EXTR,0,,,,,
HSII,0,,,,,
INFA,0,,,,,
PLXT,0,,,,,
TUES,0,,,,,
GS,0,,,,,
KT,0,,,,,
WCC,0,,,,,
BRCD,0,,,,,
NLS,0,,,,,
CBU,0,,,,,
LPNT,0,,,,,
TCP,0,,,,,
TWTC,1,1,,,,
AUDC,0,,,,,
BPO,0,,,,,
RAI,1,1,,,,
SKX,0,,,,,
FFIV,0,,,,,
FISI,0,,,,,
JNPR,0,,,,,
ORCC,0,,,,,
MEET,0,,,,,
PTRY,0,,,,,
SBAC,0,,,,,
STMP,0,,,,,
UTHR,0,,,,,
BSRR,0,,,,,
IDSY,0,,,,,
PVTB,1,1,,,,
HBC,0,,,,,
HSBC,0,,,,,
LII,0,,,,,
QTM,0,,,,,
LRAD,0,,,,,
COST,0,,,,,
BMRN,0,,,,,
CYRN,0,,,,,
EGOV,0,,,,,
FNLC,1,1,,,,
HCBK,1,1,,,,
JCOM,0,,,,,
ECPG,0,,,,,
MDRX,0,,,,,
VHC,0,,,,,
PRFT,0,,,,,
TIBX,0,,,,,
MBWM,1,1,,,,
SALM,0,,,,,
NOK,1,1,,,,
DVN,0,,,,,
FCS,0,,,,,
DTLK,0,,,,,
FLWS,0,,,,,
MOVE,0,,,,,
ICGE,0,,,,,
ACTA,0,,,,,
LIOX,0,,,,,
NTCT,0,,,,,
RHT,0,,,,,
ARLP,0,,,,,
IIJI,0,,,,,
CX,0,,,,,
MFC,0,,,,,
OMN,0,,,,,
EGAN,0,,,,,
INAP,0,,,,,
KEYN,0,,,,,
RDWR,0,,,,,
UNTD,1,1,,,,
ININ,0,,,,,
BLK,0,,,,,
CIR,0,,,,,
MSO,1,1,,,,
NBG,0,,,,,
NGG,0,,,,,
SNH,0,,,,,
UGP,0,,,,,
AKAM,0,,,,,
BSQR,0,,,,,
EGBN,0,,,,,
GAIA,0,,,,,
PLUG,0,,,,,
SCMR,0,,,,,
SIFY,0,,,,,
SIMG,0,,,,,
WWE,0,,,,,
PCTI,0,,,,,
QUIK,0,,,,,
ALSK,0,,,,,
CLCT,0,,,,,
CTEL,0,,,,,
HKTV,0,,,,,
FNSR,0,,,,,
IMMR,0,,,,,
RTEC,0,,,,,
DW,0,,,,,
LCII,0,,,,,
KTOS,0,,,,,
A,0,,,,,
SNN,0,,,,,
TDY,0,,,,,
UPS,0,,,,,
HBP,0,,,,,
BGCP,0,,,,,
XOXO,0,,,,,
MCBC,0,,,,,
NTWK,0,,,,,
PFSW,0,,,,,
APL,1,1,,,,
RDI,0,,,,,
PZE,0,,,,,
PKG,0,,,,,
AGEN,0,,,,,
VRNM,0,,,,,
MATR,0,,,,,
GIGM,0,,,,,
ISIL,0,,,,,
LBAI,0,,,,,
SQNM,0,,,,,
PTBI,0,,,,,
ABEO,0,,,,,
EW,0,,,,,
EMAN,0,,,,,
EPC,0,,,,,
IBN,1,1,,,,
SLF,0,,,,,
EXAR,0,,,,,
EXPD,0,,,,,
IIIN,1,1,,,,
ASIA,0,,,,,
ALVR,0,,,,,
GTIV,1,1,,,,
ITMN,0,,,,,
LMNX,0,,,,,
SLAB,0,,,,,
STSI,0,,,,,
RCPI,0,,,,,
UTSI,0,,,,,
WBSN,0,,,,,
APT,0,,,,,
NDZ,0,,,,,
MET,0,,,,,
PTR,0,,,,,
GLCH,0,,,,,
GBCI,0,,,,,
MNST,0,,,,,
RPTP,0,,,,,
CCMP,0,,,,,
EXEL,0,,,,,
HSTM,0,,,,,
KKD,0,,,,,
LXRX,0,,,,,
LPSN,0,,,,,
APRI,0,,,,,
NVMI,0,,,,,
ONNN,0,,,,,
ON,0,,,,,
SABA,0,,,,,
SGMO,0,,,,,
SINA,0,,,,,
FULT,0,,,,,
VDSI,0,,,,,
VCLK,0,,,,,
CNVR,1,1,,,,
CLSN,0,,,,,
EWY,0,,,,,
IVV,0,,,,,
IVW,0,,,,,
IVE,0,,,,,
IJH,0,,,,,
IWD,0,,,,,
IWF,0,,,,,
IWB,0,,,,,
IWM,0,,,,,
IWV,0,,,,,
IYZ,0,,,,,
IYW,0,,,,,
IYF,0,,,,,
IJR,0,,,,,
NVS,0,,,,,
OUBS,0,,,,,
AEZS,0,,,,,
CRWN,0,,,,,
PHMD,0,,,,,
PXLW,0,,,,,
SONS,0,,,,,
RBBN,0,,,,,
SWIR,0,,,,,
SCOK,0,,,,,
CETC,0,,,,,
BHLB,0,,,,,
CRL,0,,,,,
CHU,0,,,,,
CYH,0,,,,,
EWT,0,,,,,
IDU,0,,,,,
IYR,0,,,,,
IYJ,0,,,,,
IYH,0,,,,,
IYG,0,,,,,
IYE,0,,,,,
IYM,0,,,,,
MVC,0,,,,,
MBT,0,,,,,
PUK,0,,,,,
JNS,0,,,,,
VC,0,,,,,
CKSW,0,,,,,
CPHD,0,,,,,
DNDN,0,,,,,
PACW,0,,,,,
INSM,0,,,,,
ISRG,0,,,,,
IGOI,0,,,,,
MRVL,0,,,,,
NTES,0,,,,,
PCBK,1,1,,,,
REDF,0,,,,,
ROIAK,0,,,,,
UONEK,0,,,,,
NNN,0,,,,,
NTRI,0,,,,,
CNQ,0,,,,,
ERJ,0,,,,,
EWZ,0,,,,,
EZU,0,,,,,
IJK,0,,,,,
IWN,0,,,,,
IWO,0,,,,,
IJJ,0,,,,,
IEV,0,,,,,
IJS,0,,,,,
IJT,0,,,,,
TKC,0,,,,,
ACLS,0,,,,,
ARNA,0,,,,,
CAMT,0,,,,,
INFI,0,,,,,
ENDP,0,,,,,
ENTG,0,,,,,
GGAL,0,,,,,
ILMN,0,,,,,
KERX,0,,,,,
OVTI,0,,,,,
PTIE,0,,,,,
SMTX,0,,,,,
SPRT,0,,,,,
VASC,0,,,,,
EVC,1,1,,,,
PHG,0,,,,,
PBR,0,,,,,
TCL,0,,,,,
OEH,0,,,,,
BEL,0,,,,,
ACPW,0,,,,,
PIOI,0,,,,,
BRKR,0,,,,,
CGEN,0,,,,,
CRIS,0,,,,,
DYAX,1,1,,,,
MNDL,0,,,,,
APPS,0,,,,,
CRNT,0,,,,,
ISSC,0,,,,,
IVAN,0,,,,,
MDCO,0,,,,,
RTIX,0,,,,,
SPTN,0,,,,,
TSYS,0,,,,,
DNB,0,,,,,
ASR,1,1,,,,
PSO,0,,,,,
POL,0,,,,,
DGT,0,,,,,
UMC,1,1,,,,
GB,0,,,,,
ITGR,0,,,,,
VRML,0,,,,,
DRRX,0,,,,,
SPIL,1,1,,,,
STEC,0,,,,,
TTMI,0,,,,,
ASX,0,,,,,
SNP,0,,,,,
COH,0,,,,,
TPR,0,,,,,
JKHY,0,,,,,
MON,0,,,,,
BRFS,1,1,,,,
WIT,0,,,,,
HYGS,0,,,,,
OPLK,0,,,,,
POZN,0,,,,,
ARLZ,0,,,,,
SHEN,0,,,,,
XXIA,0,,,,,
ICAD,0,,,,,
AFOP,0,,,,,
ARRY,0,,,,,
BKMU,0,,,,,
HTCH,0,,,,,
NVTL,0,,,,,
MIFI,0,,,,,
INSG,0,,,,,
RIGL,0,,,,,
SLXP,0,,,,,
UTIW,0,,,,,
EPL,0,,,,,
ERF,0,,,,,
PGC,0,,,,,
SYT,0,,,,,
GRMN,0,,,,,
HBIO,0,,,,,
RECN,0,,,,,
AET,0,,,,,
FLR,0,,,,,
IOO,0,,,,,
YORW,0,,,,,
ALGN,0,,,,,
EXAS,0,,,,,
HAFC,0,,,,,
EQU,0,,,,,
MCF,0,,,,,
GPN,0,,,,,
AMX,0,,,,,
CEO,0,,,,,
IBB,0,,,,,
ICF,0,,,,,
MPX,1,1,,,,
OIS,0,,,,,
MMP,0,,,,,
ATRS,0,,,,,
CSFL,0,,,,,
IBCP,0,,,,,
FLO,0,,,,,
IGM,0,,,,,
SI,0,,,,,
AFCE,0,,,,,
PLKI,0,,,,,
FCBC,0,,,,,
GMXR,0,,,,,
SGEN,0,,,,,
ABB,0,,,,,
RDY,0,,,,,
DEG,0,,,,,
NS,0,,,,,
RWR,0,,,,,
DGICA,0,,,,,
FSCI,0,,,,,
GLPW,0,,,,,
IDT,0,,,,,
KMR,0,,,,,
ADS,0,,,,,
FIS,0,,,,,
MDLZ,0,,,,,
PNX,0,,,,,
COL,0,,,,,
STO,0,,,,,
WSH,0,,,,,
WLTW,0,,,,,
MOSY,0,,,,,
TASR,0,,,,,
AAXN,0,,,,,
BABY,0,,,,,
NRGY,0,,,,,
CEQP,0,,,,,
PDFS,0,,,,,
AIQ,0,,,,,
HDB,0,,,,,
IWS,0,,,,,
IWP,0,,,,,
IWR,0,,,,,
IGV,0,,,,,
SOXX,0,,,,,
IGN,0,,,,,
ZMH,0,,,,,
ZBH,0,,,,,
ACN,0,,,,,
FALC,0,,,,,
GLAD,0,,,,,
JOY,0,,,,,
ALTE,1,1,,,,
OMCL,0,,,,,
CP,0,,,,,
EFA,0,,,,,
ECA,0,,,,,
BG,0,,,,,
FRO,0,,,,,
CS,1,1,,,,
CCRN,0,,,,,
CHFN,1,1,,,,
DCTH,0,,,,,
GIVN,0,,,,,
ONCY,0,,,,,
WLP,0,,,,,
ANTM,0,,,,,
EPP,0,,,,,
IGE,0,,,,,
ILF,0,,,,,
PVR,1,1,,,,
PFG,0,,,,,
VE,0,,,,,
DB,0,,,,,
ABCO,0,,,,,
KND,0,,,,,
MCGC,1,1,,,,
WOOF,0,,,,,
AHS,0,,,,,
AMN,0,,,,,
AYI,0,,,,,
AAP,0,,,,,
ALR,0,,,,,
IXP,0,,,,,
IXJ,0,,,,,
IXC,0,,,,,
KB,0,,,,,
LYG,1,1,,,,
WTW,0,,,,,
ACH,0,,,,,
FVE,0,,,,,
NMR,0,,,,,
PRU,0,,,,,
WFD,1,1,,,,
WNEB,0,,,,,
CNC,0,,,,,
NWBO,0,,,,,
VXF,0,,,,,
SSI,0,,,,,
SYNA,0,,,,,
STEL,0,,,,,
CCOI,1,1,,,,
GME,0,,,,,
SXL,0,,,,,
MANT,0,,,,,
EPAX,0,,,,,
UCBI,0,,,,,
ABG,0,,,,,
CQB,0,,,,,
VALE,1,1,,,,
DCM,0,,,,,
TNP,0,,,,,
JBLU,0,,,,,
LCI,0,,,,,
SAP,0,,,,,
CKEC,0,,,,,
CPSI,0,,,,,
NFLX,0,,,,,
OSTK,0,,,,,
PNFP,0,,,,,
VRNT,0,,,,,
AUO,1,1,,,,
ARO,0,,,,,
SBS,0,,,,,
NPO,0,,,,,
TVL,0,,,,,
MWE,1,1,,,,
RGC,1,1,,,,
BGFV,0,,,,,
HOFT,0,,,,,
PACR,1,1,,,,
WTBA,0,,,,,
BNS,0,,,,,
WHG,0,,,,,
TRI,0,,,,,
BDSI,0,,,,,
CVGW,0,,,,,
KIRK,0,,,,,
QTWW,0,,,,,
RRGB,0,,,,,
GOLD,0,,,,,
RUSHA,0,,,,,
LYTS,0,,,,,
LQD,0,,,,,
TLT,0,,,,,
IEF,0,,,,,
SHY,0,,,,,
LF,0,,,,,
SNY,0,,,,,
BANC,0,,,,,
ARB,0,,,,,
PRAN,0,,,,,
SAIA,0,,,,,
KMX,0,,,,,
XEC,0,,,,,
CMCSA,0,,,,,
TAYC,1,1,,,,
WYNN,1,1,,,,
DKS,0,,,,,
EEQ,0,,,,,
FEZ,0,,,,,
NGS,0,,,,,
NRP,0,,,,,
NCT,0,,,,,
DS,0,,,,,
MRH,1,1,,,,
PTP,1,1,,,,
CMCSK,0,,,,,
MMLP,0,,,,,
CEVA,0,,,,,
PRAA,0,,,,,
SAFT,0,,,,,
SWHC,0,,,,,
AOBC,0,,,,,
ACTG,0,,,,,
EQIX,0,,,,,
GLNG,0,,,,,
XTEX,0,,,,,
ENLK,0,,,,,
CME,0,,,,,
IAG,0,,,,,
PXP,0,,,,,
TS,0,,,,,
STX,0,,,,,
VMED,1,1,,,,
EGO,0,,,,,
PFS,0,,,,,
LOJN,0,,,,,
IPCC,0,,,,,
WRC,1,1,,,,
EZA,0,,,,,
KGC,0,,,,,
ENH,0,,,,,
DMLP,0,,,,,
HSON,0,,,,,
IHG,1,1,,,,
CUK,0,,,,,
EEM,0,,,,,
RSP,0,,,,,
HTLF,0,,,,,
MBTF,1,1,,,,
FORM,0,,,,,
MARK,0,,,,,
SHLD,0,,,,,
BBL,0,,,,,
MSPD,0,,,,,
CHT,1,1,,,,
MOH,0,,,,,
AXS,0,,,,,
TELL,0,,,,,
CVCO,0,,,,,
DTSI,0,,,,,
NTGR,0,,,,,
AHT,0,,,,,
CSE,1,1,,,,
FVD,0,,,,,
GPK,0,,,,,
GRP,0,,,,,
TI,0,,,,,
BNCN,0,,,,,
GOOD,0,,,,,
PRSC,0,,,,,
TCBI,0,,,,,
UVSP,0,,,,,
CNO,0,,,,,
AUQ,0,,,,,
AGG,1,1,,,,
JRN,1,1,,,,
NFP,0,,,,,
PAA,0,,,,,
LKQ,0,,,,,
BPAX,0,,,,,
ANIP,0,,,,,
CRI,0,,,,,
FMD,0,,,,,
FPO,0,,,,,
IYT,0,,,,,
LPHI,0,,,,,
BVX,0,,,,,
DVY,0,,,,,
OMEX,0,,,,,
SNX,0,,,,,
WLL,0,,,,,
AZK,1,1,,,,
BWLD,0,,,,,
CALD,0,,,,,
CONN,0,,,,,
TRQ,0,,,,,
MRLN,0,,,,,
MGRC,0,,,,,
NXST,0,,,,,
QLTY,0,,,,,
TICC,0,,,,,
TSRA,1,1,,,,
XPER,0,,,,,
ZHNE,0,,,,,
DZSI,0,,,,,
CTRP,0,,,,,
MEIP,0,,,,,
TZOO,0,,,,,
GBLI,0,,,,,
AEL,0,,,,,
LFC,0,,,,,
CMP,0,,,,,
DTV,1,1,,,,
TIP,0,,,,,
KRO,0,,,,,
NNI,0,,,,,
NG,0,,,,,
PJC,0,,,,,
TPX,0,,,,,
UTI,0,,,,,
AUY,0,,,,,
AHL,0,,,,,
ITOT,0,,,,,
VCR,0,,,,,
VDC,0,,,,,
VFH,0,,,,,
VHT,0,,,,,
VGT,0,,,,,
VAW,0,,,,,
VPU,0,,,,,
VBK,0,,,,,
VBR,0,,,,,
VO,0,,,,,
VV,0,,,,,
VUG,0,,,,,
VTV,0,,,,,
VB,0,,,,,
MGLN,0,,,,,
PETS,0,,,,,
XTXI,1,1,,,,
AACC,1,1,,,,
DVAX,0,,,,,
GTXI,0,,,,,
HTH,0,,,,,
AIZ,0,,,,,
TRW,0,,,,,
LSE,0,,,,,
HOS,0,,,,,
NRG,0,,,,,
TNS,0,,,,,
CSBK,1,1,,,,
CUTR,0,,,,,
CVCY,0,,,,,
MCHX,0,,,,,
SBNY,0,,,,,
SBRA,0,,,,,
UCTT,0,,,,,
CYCC,0,,,,,
ANX,0,,,,,
MSTX,0,,,,,
SVRA,0,,,,,
ABR,0,,,,,
HSP,0,,,,,
SA,0,,,,,
AGO,0,,,,,
AINV,0,,,,,
CORT,0,,,,,
CYTK,0,,,,,
INTX,0,,,,,
GNW,0,,,,,
GHL,0,,,,,
XPO,0,,,,,
ACAD,0,,,,,
ALNY,0,,,,,
ANGO,0,,,,,
CRTX,0,,,,,
NILE,0,,,,,
NUVA,0,,,,,
RJET,0,,,,,
STAN,0,,,,,
SP,0,,,,,
XIDE,0,,,,,
CBG,0,,,,,
CAB,0,,,,,
HXM,0,,,,,
END,0,,,,,
IRC,0,,,,,
MGI,0,,,,,
NYMT,0,,,,,
CRM,0,,,,,
BEE,0,,,,,
SFL,0,,,,,
BOCH,1,1,,,,
DRAD,0,,,,,
LBTYA,0,,,,,
MFLX,0,,,,,
MNTA,0,,,,,
SNMX,0,,,,,
XRTX,0,,,,,
DPZ,0,,,,,
ENS,0,,,,,
GKK,0,,,,,
HEP,0,,,,,
LPL,0,,,,,
PGH,0,,,,,
WCG,0,,,,,
AUXL,1,1,,,,
BLKB,0,,,,,
CRME,0,,,,,
IDIX,0,,,,,
KONG,0,,,,,
KZ,0,,,,,
MNKD,0,,,,,
PSEC,0,,,,,
VLTR,0,,,,,
ACC,0,,,,,
BMR,0,,,,,
CNS,1,1,,,,
EXR,0,,,,,
KRG,0,,,,,
WLK,0,,,,,
CAAS,0,,,,,
CVGI,0,,,,,
ELOS,0,,,,,
GOOGL,0,,,,,
STXS,0,,,,,
SNTS,0,,,,,
CPL,0,,,,,
IOC,1,1,,,,
KYN,0,,,,,
RBY,0,,,,,
TTM,0,,,,,
VDE,0,,,,,
VIS,0,,,,,
VOX,0,,,,,
VNQ,0,,,,,
DYN,0,,,,,
BECN,0,,,,,
OCLR,0,,,,,
JOBS,0,,,,,
STON,0,,,,,
BBW,0,,,,,
DLR,0,,,,,
DWA,0,,,,,
NANO,0,,,,,
FXI,0,,,,,
MTL,0,,,,,
MOS,0,,,,,
NWY,0,,,,,
NRF,1,1,,,,
SHO,0,,,,,
CUBE,0,,,,,
YMI,0,,,,,
ADES,0,,,,,
ARCC,1,1,,,,
CLMS,0,,,,,
HURN,0,,,,,
LOCM,0,,,,,
JRJC,0,,,,,
THRX,0,,,,,
INVA,0,,,,,
TWGP,0,,,,,
TXRH,0,,,,,
NGD,0,,,,,
HALO,0,,,,,
